Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP_x,Part C Summary,Overall,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP_y,Part D Summary,Year,2014 Part D Summary Rating,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,SNP,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
H3660,Local CCP,SUMMACARE INC.,SummaCare Medicare Advantage Plans,Summa Health System,3,3,0,0,0,5,5,3,3,5,0,0,0,2,3,3,4,0,5,3,0,2,2,5,5,4,4,4,3,4,1,4,2,1,1,4,4,3,4,0,2,0,3.5,3.5,4,1,1,4,1,4,3,4,4,4,4,0,0,0,0,2,0,4,0,0,3.5,2016 Fall,0,0,0,3,3,4,No,5,5,5,2,0,0,0,0,0,0
H3664,Local CCP,AULTCARE HEALTH INSURING CORPORATION,PrimeTime Health Plan,Aultman Health Foundation,4,4,0,0,0,5,2,3,2,5,0,0,0,3,4,3,5,0,5,4,0,2,3,4,5,5,5,5,5,5,3,5,5,5,5,4,4,4,5,0,5,0,4.5,4.5,4,5,0,5,3,5,5,5,5,3,5,0,0,0,0,5,0,5,0,0,5,2016 Fall,0,0,0,5,5,4,No,5,5,5,2,0,0,0,0,0,0
H3668,Local CCP,"MOUNT CARMEL HEALTH PLAN, INC.",MediGold,Trinity Health,3,1,0,0,0,3,2,4,2,4,0,0,0,2,2,4,5,0,3,4,0,2,4,5,5,5,5,5,4,5,5,5,3,5,4,4,3,3,5,0,4,0,4,4.5,5,5,5,5,5,5,5,5,5,4,5,0,0,0,0,5,0,5,0,0,5,2016 Fall,0,0,0,5,5,5,No,5,5,5,3,0,0,0,0,0,0
H3672,Local CCP,HEALTH PLAN OF THE UPPER OHIO VALLEY,The Health Plan,Health Plan of the Upper Ohio Valley,3,2,0,0,0,5,4,3,1,5,0,0,0,0,2,3,4,0,3,3,0,3,3,5,3,5,4,5,3,4,5,5,3,0,0,5,3,3,4,0,0,0,3.5,3.5,4,1,1,4,5,5,5,5,5,4,3,0,0,0,0,2,0,5,0,0,4,2016 Fall,0,0,0,4,5,4,Yes,4,5,5,1,0,0,0,0,0,0
H3706,Local CCP,"GENERATIONS HEALTHCARE, INC.",Generations Healthcare,"Kinderhook Capital Fund III, L.P.",1,1,0,0,0,4,2,2,1,2,0,0,0,0,1,3,3,0,2,0,0,2,4,4,5,4,4,4,4,4,5,5,3,3,5,5,2,3,4,0,4,0,3,3.5,3,5,0,4,5,5,5,2,3,3,3,0,0,0,0,4,0,3,0,0,4,2016 Fall,0,0,0,4,5,3,No,4,4,4,2,0,0,0,0,0,0
H3708,Local CCP,"OKLAHOMA SUPERIOR SELECT, INC.",Tribute Health Plan of Oklahoma,"Healthcare Investors, LLC",0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2.5,2016 Fall,0,5,5,0,0,3,Yes,0,2,5,2,0,0,0,0,0,0
H3749,Local CCP,"UNITEDHEALTHCARE OF OKLAHOMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,2,0,0,0,3,3,4,2,5,0,0,0,4,2,3,3,0,3,4,0,2,3,4,4,4,4,2,3,4,5,4,5,4,5,5,3,3,4,0,5,0,3.5,3.5,5,5,0,4,5,4,4,3,4,3,4,0,0,0,0,5,0,4,0,0,4,2016 Fall,0,0,0,5,4,4,No,4,3,4,3,0,0,0,0,0,0
H3755,Local CCP,"COMMUNITY CARE HMO, INC",CommunityCare Senior Health Plan (HMO),"CommunityCare Managed Healthcare Plans of OK, Inc.",4,3,0,0,0,5,2,3,1,4,0,0,0,3,3,4,5,0,4,4,0,2,4,4,5,5,3,5,3,5,4,5,3,5,4,4,3,4,4,0,4,0,4,4,4,5,2,5,4,5,5,4,5,4,3,0,0,0,0,4,0,5,0,0,4.5,2016 Fall,0,0,0,4,5,4,No,4,4,4,3,0,0,0,0,0,0
H3805,Local CCP,"UNITEDHEALTHCARE OF OREGON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,0,0,0,5,3,2,3,4,0,0,0,3,4,4,5,0,3,4,0,3,4,3,5,3,4,3,4,4,5,5,4,5,5,5,3,4,4,0,5,0,4,4,5,5,0,4,5,5,3,3,3,4,5,0,0,0,0,5,0,3,0,0,4.5,2016 Fall,0,0,0,5,4,4,No,4,5,5,3,0,0,0,0,0,0
H3810,Local CCP,"ALLCARE HEALTH PLAN, INC.",AllCare Advantage,"MidRogue AllCare Health Assurance, Inc.",3,3,0,0,0,2,4,3,3,4,0,0,0,1,3,2,4,0,3,3,0,2,3,3,5,5,4,5,3,5,5,5,5,4,5,5,3,3,4,0,5,0,4,4,3,5,0,5,5,5,5,4,5,3,3,0,0,0,0,4,0,5,0,0,4.5,2016 Fall,0,0,0,5,5,4,No,4,5,5,2,0,0,0,0,0,0
H3811,Local CCP,"SAMARITAN HEALTH PLANS, INC.",Samaritan Advantage Health Plan,Samaritan Health Services,3,2,0,0,0,4,2,4,3,4,5,2,0,1,3,2,5,0,3,3,0,3,4,3,4,3,3,4,3,5,5,5,2,5,5,3,3,3,3,0,4,0,3.5,3.5,2,5,0,5,5,5,3,4,4,3,2,0,0,0,0,4,0,4,0,0,4,2016 Fall,0,1,3,4,5,3,Yes,4,5,5,1,0,0,0,0,0,0
H3813,Local CCP,"MODA HEALTH PLAN, INC.","Moda Health Plan, Inc.","Moda, Inc.",5,3,0,0,0,5,4,4,4,2,0,0,0,1,4,3,4,0,1,5,0,1,4,4,5,5,4,4,4,4,3,5,2,2,2,4,4,3,4,0,3,0,3.5,3.5,4,3,0,4,3,5,3,4,4,4,3,0,0,0,0,4,0,4,0,0,4,2016 Fall,0,0,0,4,4,4,No,5,5,5,1,0,0,0,0,0,0
H3814,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,2,2,0,0,0,1,1,3,2,4,5,4,0,0,3,2,4,0,3,0,0,5,4,3,3,4,3,4,3,5,5,5,4,3,4,2,2,4,3,0,3,0,3.5,3.5,2,5,0,5,5,5,3,4,3,4,3,0,0,0,0,4,0,4,0,0,3.5,2016 Fall,0,2,4,5,5,3,Yes,4,3,4,2,0,0,0,0,0,0
H3815,Local CCP,ALIGNMENT HEALTH PLAN,Alignment Health Plan,"Alignment Healthcare USA, LLC",5,3,0,0,0,4,2,2,3,5,0,0,0,4,4,4,4,0,2,1,0,3,4,2,2,4,3,4,1,4,4,3,3,4,2,4,3,3,3,0,3,0,3,3,3,1,1,4,4,3,2,4,2,3,4,0,0,0,0,2,0,3,0,0,2.5,2016 Fall,0,0,0,4,3,3,Yes,2,2,3,5,0,0,0,0,0,0
H3817,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",4,4,0,0,0,4,3,3,4,4,0,0,0,2,4,3,4,0,3,5,0,3,4,5,4,4,4,4,4,5,3,5,5,4,4,5,4,4,4,0,4,0,4,4.5,5,4,3,5,3,5,5,3,4,4,4,0,0,0,0,4,0,4,0,0,4.5,2016 Fall,0,0,0,5,5,4,No,4,5,5,3,0,0,0,0,0,0
H3818,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,3,2,0,0,0,2,4,3,1,3,3,2,0,0,3,4,4,0,3,0,0,2,3,0,4,4,3,3,4,4,4,5,5,0,0,5,3,3,4,0,0,0,3.5,3.5,4,5,0,4,4,5,4,3,3,4,5,0,0,0,0,5,0,3,0,0,4,2016 Fall,0,2,3,5,4,4,Yes,4,4,4,2,0,0,0,0,0,0
H3832,Local CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,5,4,0,0,0,5,2,4,3,3,0,0,0,2,4,3,4,0,3,3,0,2,4,4,5,4,4,4,3,5,5,0,3,0,0,3,4,3,4,0,0,0,3.5,4,3,5,0,5,5,0,5,3,3,4,5,0,0,0,0,4,0,3,0,0,4.5,2016 Fall,0,0,0,4,5,4,Yes,4,5,5,2,0,0,0,0,0,0
H3864,Local CCP,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Medicare,PacificSource Health Plans,4,3,0,0,0,4,5,3,3,3,0,0,0,2,3,3,4,0,3,3,0,2,4,3,5,5,3,2,4,4,4,4,1,4,5,2,4,3,4,0,4,0,3.5,3.5,2,1,1,4,4,4,3,1,4,3,5,0,0,0,0,1,0,3,0,0,3.5,2016 Fall,0,0,0,3,4,4,No,4,5,5,2,0,0,0,0,0,0
H3907,Local CCP,"UPMC HEALTH PLAN, INC.",UPMC Health Plan,UPMC Health System,3,2,0,0,0,4,2,4,2,5,0,0,0,3,4,4,5,0,4,3,0,2,3,5,5,5,4,4,5,4,3,5,5,4,5,5,3,4,5,0,5,0,4.5,4.5,5,5,4,4,3,5,5,4,5,3,4,0,0,0,0,5,0,5,0,0,5,2016 Fall,0,4,0,4,4,4,Yes,5,5,5,1,0,0,0,0,0,0
H3909,Local CCP,QCC INSURANCE COMPANY,Personal Choice 65 PPO,"Independence Health Group, Inc.",4,4,0,0,0,5,2,4,4,3,0,0,0,2,4,3,4,0,4,3,0,4,4,4,4,2,5,4,5,4,3,5,4,5,1,5,4,4,4,0,4,0,4,4,5,4,0,4,3,5,4,2,3,4,3,0,0,0,0,5,0,3,0,0,4,2016 Fall,0,0,0,4,4,4,No,5,5,5,3,0,0,0,0,0,0
H3916,Local CCP,HIGHMARK SENIOR HEALTH COMPANY,Highmark Senior Health Company,Highmark Health,4,4,0,0,0,4,4,3,2,4,0,0,0,2,3,4,4,0,5,4,0,3,3,5,4,5,4,4,4,5,5,4,4,5,4,5,4,4,4,0,5,0,4.5,4.5,4,5,4,5,5,4,5,4,5,3,4,0,0,0,0,4,0,5,0,0,5,2016 Fall,0,0,0,5,5,4,No,5,5,5,2,0,0,0,0,0,0
H3923,Local CCP,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital Advantage Insurance Company,Capital BlueCross,3,3,0,0,0,4,3,2,3,3,0,0,0,1,4,3,4,0,3,4,0,2,3,4,5,4,4,2,5,4,1,4,2,5,2,5,3,3,4,0,4,0,3,3.5,5,1,1,4,1,4,3,2,3,4,3,0,0,0,0,2,0,3,0,0,3.5,2016 Fall,0,0,0,3,3,4,No,5,5,5,2,0,0,0,0,0,0
H3924,Local CCP,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Gold,Geisinger Health System,3,3,0,0,0,5,3,3,2,3,0,0,0,4,4,3,4,0,2,4,0,2,3,4,5,4,4,4,5,4,3,5,3,5,2,5,3,3,4,0,4,0,3.5,4,4,5,1,4,3,5,5,2,5,3,5,0,0,0,0,3,0,4,0,0,4.5,2016 Fall,0,0,0,4,4,4,No,5,5,5,3,0,0,0,0,0,0
H3931,Local CCP,"AETNA HEALTH, INC, (PA)",Aetna Medicare,Aetna Inc.,3,3,0,0,0,5,2,5,2,5,0,0,0,3,3,3,4,0,5,4,0,3,3,4,4,4,4,3,4,4,2,4,4,4,4,5,4,4,4,0,4,0,4,4,5,5,0,4,2,4,3,2,2,4,4,0,0,0,0,5,0,2,0,0,3.5,2016 Fall,0,0,0,4,3,4,No,4,5,4,3,0,0,0,0,0,0
H3949,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Cigna-HealthSpring,CIGNA,4,4,0,0,0,2,4,4,3,4,4,4,0,4,3,4,4,0,3,2,0,4,2,3,2,3,3,2,3,4,4,3,3,4,5,5,4,3,3,0,5,0,3.5,3.5,4,5,0,4,4,3,5,2,3,4,5,0,0,0,0,5,0,3,0,0,3.5,2016 Fall,0,3,4,4,4,3,Yes,3,3,3,2,0,0,0,0,0,0
H3952,Local CCP,"KEYSTONE HEALTH PLAN EAST, INC.",Keystone 65 HMO,"Independence Health Group, Inc.",4,3,0,0,0,5,4,4,3,3,0,0,0,1,4,4,5,0,5,2,0,4,4,5,5,3,4,4,4,4,3,5,5,4,3,5,4,4,4,0,4,0,4.5,4.5,5,5,3,4,3,5,4,4,4,4,4,0,0,0,0,4,0,4,0,0,4.5,2016 Fall,0,0,0,4,4,4,No,4,5,4,3,0,0,0,0,0,0
H3954,Local CCP,GEISINGER HEALTH PLAN,Geisinger Gold,Geisinger Health System,5,4,0,0,0,4,3,4,2,5,5,5,0,4,4,3,5,0,4,4,0,3,3,4,4,5,5,4,5,4,3,5,2,5,4,5,4,4,5,0,5,0,4,4.5,5,5,1,4,3,5,3,4,5,3,5,0,0,0,0,4,0,5,0,0,4,2016 Fall,0,3,5,4,4,4,Yes,5,5,5,3,0,0,0,0,0,0
H3957,Local CCP,"KEYSTONE HEALTH PLAN WEST, INC.",Highmark Choice Company,Highmark Health,3,4,0,0,0,5,3,3,2,5,0,0,0,1,4,4,5,0,5,3,0,3,3,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,5,0,5,0,4.5,4.5,4,5,3,5,5,5,5,4,5,3,4,0,0,0,0,4,0,5,0,0,5,2016 Fall,0,0,0,5,5,4,No,4,5,5,2,0,0,0,0,0,0
H3959,Local CCP,"HEALTHAMERICA PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,3,3,0,0,0,4,3,5,1,5,5,5,0,3,4,4,5,0,5,3,0,2,4,4,3,3,4,2,4,4,3,5,3,4,4,5,3,4,3,0,4,0,4,4,5,5,0,4,3,5,3,2,4,3,4,0,0,0,0,5,0,3,0,0,4,2016 Fall,0,3,5,4,4,4,Yes,4,5,4,2,0,0,0,0,0,0
H3962,Local CCP,"KEYSTONE HEALTH PLAN CENTRAL, INC.","Keystone Health Plan Central, Inc.",Capital BlueCross,3,3,0,0,0,5,3,1,2,4,0,0,0,1,4,4,4,0,3,3,0,3,3,5,5,5,4,5,5,5,1,5,2,4,3,5,3,3,5,0,4,0,3.5,4,5,4,4,5,1,5,5,4,5,4,3,0,0,0,0,4,0,5,0,0,4.5,2016 Fall,0,0,0,3,4,4,No,5,5,5,2,0,0,0,0,0,0
H4003,Local CCP,"MMM HEALTHCARE, LLC.",Medicare y Mucho Mßs,InnovaCare Inc.,5,5,0,0,0,1,4,3,3,5,5,5,0,3,4,4,4,0,3,2,0,5,4,5,2,5,5,5,1,4,5,3,5,5,4,4,4,4,4,0,4,0,4,4,3,5,5,4,5,3,5,5,4,4,3,0,0,0,0,4,0,5,0,0,3.5,2016 Fall,0,3,5,4,4,3,Yes,3,2,2,1,0,0,0,0,0,0
H4004,Local CCP,"PMC MEDICARE CHOICE, LLC",PMC Medicare Choice,InnovaCare Inc.,5,5,0,0,0,1,3,3,3,5,5,5,0,3,4,4,4,0,3,3,0,5,4,4,2,5,5,5,1,5,5,3,5,5,5,4,4,4,4,0,5,0,4,4,3,5,0,5,5,3,5,5,3,4,2,0,0,0,0,4,0,4,0,0,3.5,2016 Fall,0,3,5,5,5,3,Yes,3,3,2,2,0,0,0,0,0,0
H4005,Local CCP,"TRIPLE-S ADVANTAGE, INC.",Triple-S Advantage,Triple-S Management Corporation,4,3,0,0,0,1,3,5,4,2,0,0,0,2,2,3,3,0,1,2,0,4,4,4,1,4,4,4,1,3,4,5,4,3,4,4,3,3,3,0,4,0,3.5,3.5,4,5,0,3,4,5,5,4,3,3,3,0,0,0,0,5,0,4,0,0,3.5,2016 Fall,0,0,0,4,4,3,No,2,3,2,2,0,0,0,0,0,0
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,5,4,0,0,0,1,2,5,3,5,5,4,0,2,3,4,4,0,3,1,0,3,4,3,2,3,5,5,1,3,3,3,5,4,4,4,4,3,3,0,4,0,3.5,3.5,5,5,0,3,3,3,5,5,3,3,5,0,0,0,0,5,0,4,0,0,3.5,2016 Fall,0,3,4,4,4,3,Yes,3,2,2,2,0,0,0,0,0,0
H4011,Local CCP,"MMM HEALTHCARE, LLC.",First +Plus,InnovaCare Inc.,3,3,0,0,0,1,4,2,4,2,0,0,0,2,1,1,3,0,1,1,0,3,4,3,1,3,4,4,1,3,4,5,3,5,2,4,3,2,3,0,4,0,3,3,3,5,0,3,4,5,5,4,2,3,4,0,0,0,0,4,0,3,0,0,3.5,2016 Fall,0,0,0,4,4,3,No,2,2,1,4,0,0,0,0,0,0
H4036,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3,3,0,0,0,4,4,4,3,4,0,0,0,0,3,4,4,0,4,5,0,2,4,3,4,0,4,2,4,3,5,5,3,0,0,5,4,4,3,0,0,0,4,4,5,4,0,3,5,5,4,2,2,4,5,0,0,0,0,5,0,2,0,0,4,2016 Fall,0,0,0,4,4,4,No,4,5,5,2,0,0,0,0,0,0
H4141,Local CCP,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.","Humana Employers Health Plan of Georgia, Inc.",Humana Inc.,3,3,0,0,0,3,3,3,3,4,5,5,0,2,2,4,4,0,3,2,0,3,4,3,3,4,3,4,3,3,3,3,5,0,0,5,3,4,3,0,0,0,3.5,3.5,5,5,0,3,3,3,1,5,4,3,5,0,0,0,0,5,0,5,0,0,3,2016 Fall,0,3,5,4,3,3,Yes,3,3,3,2,0,0,0,0,0,0
H4152,Local CCP,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,5,4,0,0,0,5,3,3,3,4,0,0,0,1,4,3,5,0,4,2,0,3,3,4,3,4,3,2,2,5,5,5,3,5,5,2,4,3,3,0,4,0,3.5,4,2,5,0,5,5,5,4,3,3,4,4,0,0,0,0,4,0,3,0,0,4.5,2016 Fall,0,0,0,5,5,4,No,5,5,5,2,0,0,0,0,0,0
H4213,PFFS,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,2,1,0,0,0,2,3,2,1,1,0,0,0,1,1,1,1,0,1,5,0,1,2,4,2,4,2,2,2,4,3,5,1,0,0,5,2,2,3,0,0,0,2,3,5,3,4,4,3,5,5,2,4,4,3,0,0,0,0,4,0,3,0,0,4,2016 Fall,0,0,0,3,4,4,No,4,4,4,3,0,0,0,0,0,0
H4346,Local CCP,CAREMORE HEALTH PLAN OF NEVADA,CareMore Health Plan of Nevada,Anthem Inc.,4,4,0,0,0,2,1,3,3,4,5,4,0,0,3,4,4,0,5,2,0,3,4,1,1,5,1,3,1,3,5,4,2,4,5,5,3,4,2,0,5,0,3,3.5,5,5,0,3,5,4,3,4,2,4,5,0,0,0,0,5,0,3,0,0,4,2016 Fall,0,3,4,4,4,4,Yes,4,4,4,3,0,0,0,0,0,0
H4407,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,5,5,0,0,0,3,3,3,1,5,5,4,0,4,5,5,5,0,3,3,0,2,2,5,2,4,4,4,5,3,4,5,4,4,2,5,4,4,4,0,4,0,4,4,5,5,0,3,4,5,5,5,4,4,5,0,0,0,0,5,0,5,0,0,4.5,2016 Fall,0,3,4,4,4,4,Yes,4,3,3,3,0,0,0,0,0,0
H4454,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,5,4,0,0,0,5,2,3,2,5,5,5,0,4,4,4,4,0,4,3,0,3,3,5,3,3,4,4,5,4,4,4,4,4,5,5,4,4,4,0,5,0,4,4.5,5,5,5,4,4,4,5,4,5,3,5,0,0,0,0,5,0,5,0,0,5,2016 Fall,0,3,4,4,4,4,Yes,4,4,4,3,0,0,0,0,0,0
H4461,Local CCP,CARITEN HEALTH PLAN INC.,Cariten Health Plan Inc.,Humana Inc.,4,4,0,0,0,5,4,3,2,5,5,5,0,2,3,3,4,0,4,3,0,2,4,5,5,4,5,5,5,4,3,5,4,4,5,5,4,4,5,0,5,0,4.5,4.5,5,5,3,4,3,5,5,5,4,3,5,0,0,0,0,4,0,5,0,0,5,2016 Fall,0,3,4,4,4,4,Yes,4,5,4,2,0,0,0,0,0,0
H4506,Local CCP,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,3,3,0,0,0,3,4,3,3,5,0,0,0,2,3,4,4,0,3,2,0,2,4,3,2,3,4,4,3,4,5,5,4,4,5,5,3,3,3,0,5,0,3.5,4,5,5,4,4,5,5,4,5,3,3,4,0,0,0,0,5,0,4,0,0,4.5,2016 Fall,0,0,0,5,5,4,No,4,4,4,2,0,0,0,0,0,0
H4513,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,5,5,0,0,0,4,4,5,3,5,5,5,0,4,5,5,4,0,3,4,0,3,3,3,1,3,3,4,3,4,4,5,3,4,4,3,4,4,3,0,4,0,4,4,3,5,0,4,4,5,4,4,4,4,5,0,0,0,0,4,0,4,0,0,4,2016 Fall,0,3,4,4,4,4,Yes,4,4,3,3,0,0,0,0,0,0
H4514,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,0,0,0,2,3,2,3,4,4,3,0,3,2,3,3,0,2,3,0,4,2,0,2,3,0,2,2,3,5,3,5,4,5,5,3,3,2,0,5,0,3,3,5,5,0,3,5,3,3,3,3,3,5,0,0,0,0,5,0,3,0,0,3.5,2016 Fall,0,1,4,4,4,3,Yes,3,2,3,3,0,0,0,0,0,0
H4523,Local CCP,"AETNA HEALTH, INC. (TX)",Aetna Medicare,Aetna Inc.,3,3,0,0,0,2,4,3,4,5,0,0,0,3,3,4,4,0,4,3,0,2,4,2,2,3,2,1,2,3,1,1,2,3,2,5,3,3,2,0,3,0,3,3,5,5,0,3,1,1,5,1,1,4,3,0,0,0,0,5,0,1,0,0,3,2016 Fall,0,0,0,2,3,3,No,3,3,3,3,0,0,0,0,0,0
H4525,Local CCP,"SHA, L.L.C",FirstCare Advantage,Covenant Health - Hendrick Medical Center,3,2,0,0,0,4,4,3,2,3,3,3,0,1,2,3,3,0,2,4,0,2,3,5,3,4,3,4,4,4,4,5,4,0,0,3,3,3,4,0,0,0,3.5,3.5,3,5,0,4,4,5,4,4,3,4,2,0,0,0,0,4,0,4,0,0,3.5,2016 Fall,0,3,3,4,4,3,Yes,3,3,3,1,0,0,0,0,0,0
H4527,Local CCP,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,PHYSICIANS HEALTH CHOICE,"UnitedHealth Group, Inc.",5,5,0,0,0,5,2,3,3,5,5,5,0,3,4,5,5,0,5,2,0,3,4,2,2,3,4,3,2,3,5,4,5,4,5,5,4,4,3,0,5,0,4,4,5,5,0,3,5,4,5,2,2,3,5,0,0,0,0,5,0,2,0,0,4,2016 Fall,0,1,5,4,4,4,Yes,4,4,3,2,0,0,0,0,0,0
H4528,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,2,0,0,0,2,1,4,3,4,4,3,0,3,2,3,4,0,2,2,0,4,3,0,1,1,1,2,1,3,4,1,4,4,2,3,3,3,1,0,3,0,2.5,3,3,5,0,3,4,1,5,3,3,4,5,0,0,0,0,4,0,3,0,0,3.5,2016 Fall,0,2,4,3,3,3,Yes,3,3,3,2,0,0,0,0,0,0
H4564,1876 Cost,SCOTT AND WHITE HEALTH PLAN,Scott and White Health Plan SeniorCare,Baylor Scott & White Holdings,4,4,0,0,0,5,2,3,3,5,0,0,0,2,4,3,4,0,3,5,0,3,0,4,5,3,5,5,5,5,4,5,2,4,4,0,4,3,5,0,4,0,3.5,4,0,5,0,5,4,5,5,5,4,4,2,0,0,0,0,0,0,5,0,0,4.5,2016 Fall,0,0,0,4,5,4,No,5,5,5,1,0,0,0,0,0,0
H4590,Local CCP,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,0,0,0,5,5,2,4,5,5,4,0,3,3,4,4,0,3,2,0,3,4,3,2,2,4,4,2,4,5,5,5,5,5,5,4,3,3,0,5,0,4,4,5,5,5,4,5,5,5,4,3,3,5,0,0,0,0,5,0,4,0,0,4,2016 Fall,0,1,4,5,5,3,Yes,3,3,3,3,0,0,0,0,0,0
H4604,Local CCP,"UNITEDHEALTHCARE OF UTAH, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,0,0,0,5,4,4,3,5,0,0,0,4,3,3,4,0,3,4,0,2,4,4,3,2,3,2,4,4,5,5,5,5,5,5,4,3,3,0,5,0,4,4.5,5,5,5,4,5,5,5,2,4,3,5,0,0,0,0,5,0,3,0,0,4.5,2016 Fall,0,0,0,5,5,4,No,4,4,4,3,0,0,0,0,0,0
