2020 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H2171,Local CCP,"Care N' Care Insurance Company, Inc.",Care N' Care Insurance Company,Texas Health Resources,4,4,3,Not enough data available,Not enough data available,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,5,4,Not enough data available,2,Not enough data available,4,No data available,No data available,3,3,3,3,3,2,5,3,Not enough data available,Not enough data available,Not enough data available,4,5,5,Not enough data available,5,3,Not enough data available,4,3,5,3,3,3,3,5
H2172,Local CCP,Kaiser Fdtn Hlth Plan Of The Mid-atlantic States,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,4,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,5,5,5,Plan too new to be measured,Plan too new to be measured,4,4,5,4,4,3,4,4,4,3,4,Not enough data available,Not enough data available,Not enough data available,5,5,5,Not enough data available,3,4,Not enough data available,5,5,5,5,5,5,5,5
H2174,Local CCP,Trillium Community Health Plan,Trillium Medicare Advantage,Centene Corporation,3,3,3,4,3,3,5,2,5,4,5,Not enough data available,5,3,4,Not enough data available,4,4,2,4,4,2,3,3,1,2,1,5,5,4,Not enough data available,Not enough data available,4,5,1,2,5,5,4,2,3,5,3,3,3,5,5
H2185,Local CCP,"Lifeworks Advantage, Llc",LifeWorks Advantage,"MFA Lifeworks, LLC",Not enough data available,1,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,5,5,5,5,5,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,1,Plan too small to be measured,Plan too small to be measured,5,3,1,2,5,5
H2224,Local CCP,"Senior Whole Health, Llc",Senior Whole Health,"Magellan Health, Inc.",4,5,5,3,4,4,4,5,4,5,5,1,5,5,3,4,5,4,3,1,4,2,3,2,2,4,2,5,5,2,4,3,5,5,5,Not enough data available,5,5,4,4,2,4,5,4,4,3,5
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",4,5,5,3,3,5,5,5,5,5,5,3,5,4,4,5,5,5,4,3,5,3,3,4,4,5,2,5,5,4,5,4,2,3,5,1,5,5,3,5,4,5,5,3,3,3,5
H2226,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",5,5,4,3,4,5,4,5,4,3,4,3,5,5,4,4,5,4,2,4,5,2,3,4,4,5,3,5,5,4,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,5,5,5,4,5,5,4,3,4,5
H2228,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,4,3,4,5,3,4,4,5,3,5,5,5,3,2,2,2,3,3,4,3,3,3,4,3,5,4,5,5,5,5,5,5,4,5,4,5,3,4,5,4,3,3,4,3
H2230,Local CCP,"Bcbs  Of Massachusetts Hmo Blue, Inc.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",4,5,5,5,4,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,4,5,5,2,4,3,2,4,3,4,5,3,2,3,5,5,3,5,5,4,5,5,3,5,5,4,2,4,4,5,5,5,5,4
H2235,Local CCP,"Baycare Select Health Plans, Inc.",BayCare Health Plans,"BayCare Health System, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2237,Local CCP,"Independent Care Health Plan, Inc.",iCare,Independent Care Health Plan Inc.,4,4,2,1,3,3,4,4,4,3,4,Not enough data available,3,4,3,5,5,Not enough data available,3,2,5,3,4,4,3,4,4,5,4,1,5,4,4,5,5,Not enough data available,5,4,4,3,4,5,4,2,3,2,5
H2241,Local CCP,Golden State Medicare Health Plan,Golden State,Golden State Medicare Health Plan,4,5,1,3,3,3,4,No data available,No data available,No data available,No data available,4,4,5,5,4,2,4,2,3,3,1,3,1,1,2,1,5,2,3,2,3,1,1,5,Not enough data available,5,2,3,2,1,4,3,3,3,3,2
H2247,Local CCP,"Unitedhealthcare Community Plan, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Not enough data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,3,4,3,4,Not enough data available,3,No data available,4,Not enough data available,Plan too new to be measured,Plan too new to be measured,2,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,3,2,3,2,2
H2256,Local CCP,Tufts Associated Health Maintenance Organization,Tufts Health Plan,"Tufts Health Plan, Inc",5,5,5,2,4,4,4,5,5,5,5,3,5,5,5,4,3,5,5,3,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,4,4,5,5,5,4,3,5
H2261,Local CCP,"Bcbs  Of Massachusetts Hmo Blue, Inc.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",4,4,5,2,4,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,5,4,3,2,2,4,2,5,4,4,4,4,2,4,5,5,3,5,5,4,5,5,Not enough data available,5,5,5,3,4,4,5,5,5,5,5
H2288,Local CCP,Bright Health Insurance Company Of New York,Bright Health,"Bright Health, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2292,Local CCP,"Oxford Health Insurance, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
