,Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP,Part C Summary,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,Part D Summary,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Year,Overall
2553,R5826,Regional CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,5.0,4.0,0.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,4.0,0.0,3.5,4.0,1.0,1.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3
2554,R5941,Regional CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,4.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,0.0,4.0,0.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3
2556,R6801,Regional CCP,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,0.0,4.0,3.0,5.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,0.0,5.0,1.0,3.5,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.5,3.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3.5
2557,R7444,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,4.0,4.0,0.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,0.0,5.0,1.0,3.5,5.0,5.0,0.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4
2558,S0522,PDP,"SYMPHONIX HEALTH INSURANCE, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.5,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2559,S0586,PDP,"MVP HEALTH PLAN, INC.",MVP Health Care,"MVP Health Care, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2560,S0655,PDP,TUFTS INSURANCE COMPANY,Tufts Health Plan,"Tufts Associated HMO, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,3.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2561,S1030,PDP,BCBS OF ALABAMA & UTIC INSURANCE COMPANY,BlueRx (PDP),BlueCross BlueShield of Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2562,S1140,PDP,HEALTHNOW NEW YORK INC.,BlueCross BlueShield of WNY and BlueShield of NENY,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2563,S1822,PDP,"HEALTHPARTNERS, INC.",HealthPartners National PDP,"HealthPartners, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.5,0.0,0.0,0.0,4.0,4.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2564,S2468,PDP,CALIFORNIA PHYSICIANS SERVICE,Blue Shield of California,California Physicians' Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.5,0.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2566,S2874,PDP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2567,S2893,PDP,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT,Blue MedicareRx,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2568,S3389,PDP,"UPMC HEALTH BENEFITS, INC.",UPMC Health Plan,UPMC Health System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2569,S3521,PDP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2570,S3875,PDP,GRANITE ALLIANCE INSURANCE COMPANY,Granite Alliance,"Veridicus Health, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.5,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2571,S3994,PDP,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),HMSAs Medicare Rx Plan,Hawaii Medical Service Association,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2572,S4054,PDP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2573,S4219,PDP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medicare Prescription Plan,The Carle Foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2574,S4501,PDP,INDEPENDENT HEALTH BENEFITS CORPORATION,Pharmacy Benefit Dimensions PDP,"Independent Health Association, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.5,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2576,S4802,PDP,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,"WellCare Health Plans, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,5.0,4.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.5,0.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2578,S5540,PDP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.5,0.0,0.0,0.0,5.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2579,S5552,PDP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2580,S5584,PDP,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan Mutual Insuranc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2581,S5588,PDP,PARAMOUNT INSURANCE COMPANY,Paramount Prescription Drug Plan,Promedica Health System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2582,S5593,PDP,HM HEALTH INSURANCE COMPANY,HM Health Insurance Company,Highmark Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2583,S5596,PDP,"ANTHEM INSURANCE COMPANIES, INC.",Blue MedicareRx,Anthem Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2584,S5601,PDP,SILVERSCRIPT INSURANCE COMPANY,SilverScript,CVS Health Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2585,S5609,PDP,ASURIS NORTHWEST HEALTH,False,"Cambia Health Solutions, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2586,S5617,PDP,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna-HealthSpring Rx,CIGNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2587,S5660,PDP,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Holding Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2588,S5715,PDP,HCSC INSURANCE SERVICES COMPANY,"HISC - Blue Cross Blue Shield of IL, NM, OK, TX",Health Care Service Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
2589,S5726,PDP,BLUE CROSS AND BLUE SHIELD OF KANSAS,Blue MedicareRx,Blue Cross Blue Shield of Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.5,0.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,False
